,V1,Unnamed0,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,score,export,Star normalization,Normalization of comment scores,Help rating weights,Help normalize rating weights,Total score1,Total score2,Total score3,Total score4
5269,7039,7039,49835056,R3LL9AZ5BJUI68,B000R80ZTQ,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",4,0,0,N,Y,"Quality hairdryer. Great if you want a short, retractable cord, but definitely heavy","This is the 2nd or 3rd Conair I've owned, and I've found them all to be durable, well-constructed appliances. This hairdryer--maybe even more than the previous model--leaves my hair especially smooth and sleek. It dries hair quickly, and the concentrator attachment really works well so that you can put the dryer right next to your brush. My two complaints are related to the retractable cord function: 1) The dryer is heavier than a usual dryer because of the cord reel, and 2) The cord is not very long, maybe only 3&#34;. Neither of these things may be a problem for you. If you specifically WANT a retractable cord, the extra weight is worth it, otherwise, it's just extra weight. And if you don't need a long cord, if your outlet is right next to your mirror for instance, the short cord is no big deal. But just keep these things in mind",5/20/2013,0.515644657,3,0.75,0.696451085,1.0,0.0,0.611304908,0.635813149,0.595635704,0.675990595
5270,7041,7041,35644807,RW7WAM9ZGH92E,B0009XH6UU,486589264,andis pro style soft grip 1600 watt hair dryer,5,0,0,N,Y,Perfect!,"Love this blowdryer!  Compact, yet powerful!<br />Typically I can't find anything that blows the air strong enough, this is by far the best dryer I have had.",5/20/2013,0.085647198,6,1.0,0.582387715,1.0,0.0,0.712143868,0.755381042,0.684500428,0.826261657
5271,7046,7046,46479596,R3GGB7NZTR5BV8,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,5,0,0,N,Y,Feels like Quality,"This hair dryer is powerful, quiet by hair dryer standards, and has a solid quality feel to it.  I spent a lot of time researching different options and am happy with my purchase.",5/19/2013,0.319425052,6,1.0,0.644400849,1.0,0.0,0.730580372,0.771926147,0.704146189,0.839706104
5272,7047,7047,25493786,RJP2A40OAXANC,B000E8PG98,676407800,conair 1875 watt cord-keeper hair dryer; pink,5,0,0,N,Y,Great product,Arrived in time. I've only had it for one month so I'm not sure how long it will last but so far I've had no problems. This hair dryer is great. I'm not sure if it is as good as the more expensive brands as I have never paid over $20 for one but it definitely gets the job done. Oh and I looove the retractable cord.,5/19/2013,0.096490656,2,1.0,0.585264108,1.0,0.0,0.712999019,0.756148464,0.685411669,0.826885259
5273,7049,7049,48749815,RTRAH7JA6ZX6X,B0009XH6V4,670161917,andis micro turbo hair dryer,5,0,0,N,Y,Great little hair dryer,Great dryer if you don't like the newer types which have gadgets added to them and are very powerful.  This has a powerful setting but not extremely strong so that your hair is getting a beating.,5/18/2013,0.207701831,1,1.0,0.614764564,1.0,0.0,0.721769505,0.764019186,0.694757414,0.833280957
5274,7053,7053,52154543,R2CU4B7L8FR220,B00440ZZKW,734632472,t3 featherweight journey travel hair dryer,4,2,2,N,Y,It works fine,"I have a full sized chi hair dryer, which I like.  I was looking for a similar dryer that I could take with me when I traveled -- hotel dryers were ok, but I missed a better dry...<br /><br />This dryer is fine.  The handle collapses so it is easy enough to stow, and it also comes with its own little cloth bag which is good to keep the cord from getting tangled up during transport.<br /><br />My hair is dried well, though not as well as my full sized dryer at home.  No complaints, however.<br /><br />I would recommend this for size, easy of use, and the nice added accessory of the bag.",5/17/2013,0.515754101,1,0.75,0.696480117,1.318080836,0.123287146,0.631507973,0.652255072,0.618243435,0.686266709
5275,7054,7054,48416766,R3B3CZ9WMLHCMQ,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,4,2,2,N,Y,Small & light weight,"I ordered this because it had 1200 watts instead of 1800.  I wanted to dry my hair as I styled it and the 1800 watt dryers blow my hair too much.  The only problem I have with it is that when you reduce the blower volume, you also reduce the heat, so it takes longer to dry my hair.  I still like it and use it regularly.  Mine did not include a concentrator, but I did not ask about it because I don't use it anyway.",5/17/2013,-0.041621647,2,0.75,0.548627718,1.318080836,0.123287146,0.587551455,0.612808052,0.571403795,0.654212309
5276,7055,7055,39597911,RTCU3ZRNDQZG1,B003837V8A,475989673,t3 featherweight luxe hair dryer,5,1,1,N,Y,Great Product,"I love it, my hair is so shiny! it dries faster and I love the attachments, I use the diffuser for my curly hair and the other for my daughters' straight hair, all around great product.",5/16/2013,0.32808947,0,1.0,0.646699217,1.150514998,0.058339145999999995,0.74081963,0.780315959,0.715567877,0.845064041
5277,7058,7058,32767050,R2DM80KGZHUN1W,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,5,2,2,N,Y,love it,"oh my I am so pleased. I had my other Vidal Sassoon hair dryer for 22 years. it went through me and 2 daughters and still works. I don't think it gets as hot as it used to, but never the less. This blower has large shoes to fill. if it last half as long I will be very pleased.",5/16/2013,0.204943264,2,1.0,0.614032812,1.318080836,0.123287146,0.74174639,0.780258131,0.717124129,0.843392133
5278,7059,7059,17022096,R3N6NZZD7ICBLP,B0043W2C48,630355634,br beauty meredith 880w salon hair dryer with casters,5,4,5,N,Y,Does what you think,"this does what you think it will, dries hair. My wife likes it and she and her sisters use it all the time.",5/16/2013,-0.066610839,0,1.0,0.541998954,1.5187674999999998,0.201072675,0.733071993,0.771408309,0.70856189,0.834254727
5279,7060,7060,12043711,R4WAOY5KYV4EC,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",5,0,0,N,Y,Love It !!,"Love this hair dryer, light weight lots of power!! Great value for the money.  I have paid alot more for other hair dryers with less power.",5/16/2013,0.246264364,6,1.0,0.624993863,1.0,0.0,0.724810675,0.766748363,0.697998056,0.835498669
5280,7061,7061,29581277,R1GY9I9BGW9GFE,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",4,1,1,N,Y,perfection!,awesome! dries my hair faster than any other drier i have.. and my hair is thick! i would recommend this.,5/15/2013,0.177646452,12,0.75,0.606791917,1.150514998,0.058339145999999995,0.594205189,0.619668692,0.577925245,0.661412138
5281,7062,7062,10988896,R2Z7KJTYHIKHSR,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,5,0,0,N,Y,I LOVE THIS HAIR DRYER!!,NO complaints here! I say buy this one . Its a great hairdryer. and I go thru them. SO good product!!,5/15/2013,0.070927367,7,1.0,0.578483056,1.0,0.0,0.710983013,0.754339279,0.683263432,0.825415127
5282,7063,7063,19391179,RGKGR7Q6MAF83,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",5,0,0,N,Y,"revlon rv408 1875 watt full size turbo dryer, black","This is a great dryer.  The three settings, low, medium and high allow for more flexibility when styling your hair.  My hair  is fine so the low and  medium setting work great for me!",5/15/2013,0.287457348,0,1.0,0.635920929,1.0,0.0,0.728059292,0.769663704,0.70145975,0.837867657
5283,7064,7064,52258508,RW0VXFC4BMCZU,B000XE6C3M,772841097,"ovente seductive ceramic ionic tourmaline lightweight professional hair dryer, red (3600)",5,0,0,N,Y,Great Value,"this hair dryer was worth the money. The quality is good without breaking the wallet. Also, the size is optimal, very small, easy to handle and operate.",5/15/2013,0.116843669,1,1.0,0.590663054,1.0,0.0,0.714604126,0.757588903,0.687122056,0.82805575
5284,7065,7065,51064879,R29TP4MTOEGR08,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",5,0,0,N,Y,Used first at a hotel inFL.,Ordered it online as ssonas I returned.  I love the retractable feature. It is the best hair dryer I've ever had.,5/15/2013,0.133828212,7,1.0,0.595168462,1.0,0.0,0.715943584,0.758790946,0.688549369,0.829032523
5285,7066,7066,27339822,R36RVSAHD974D5,B0037MFCHE,423960,infiniti by conair i series folding handle hair dryer,5,0,0,N,Y,So far it's great!,I bought this for my daughter 5 months ago. She loves it especially over the one she used to borrow from me. It dries her hair very fast and the folding handle and retractable cord make it great for travel. I am thinking of getting one for myself once mine dies knowing this is a good one.,5/15/2013,0.300058559,0,1.0,0.639263592,1.0,0.0,0.729053066,0.770555526,0.702518706,0.838592347
5286,7067,7067,38795121,R2BE4I4PTV4AF0,B0040VGR3Y,974237252,"twin turbo 3200 ceramic and ionic professional hair dryer, 1900 watt",5,0,0,N,Y,gift for my wife,"Great price, great item. She loves it. This is professional quality , she uses it at home and for work as well.",5/14/2013,0.353110895,0,1.0,0.653336531,1.0,0.0,0.733236951,0.774310186,0.706977013,0.84164336
5287,7068,7068,47354528,R25RWE93G3TLOO,B0037MFCHE,423960,infiniti by conair i series folding handle hair dryer,5,0,0,N,Y,Very nice,I really like that the cord retracts.  Good force of air.  Nice that you can change speeds and/or heat settings.  I like that you can set it to cool or if you are using a heat you could do a blast of cool with the button.  Slightly heavier than I would like but not unreasonably so.,5/14/2013,0.183909743,1,1.0,0.608453351,1.0,0.0,0.719893181,0.762335354,0.692758022,0.831912686
5288,7070,7070,26055906,R1MRY6Z7BM98BL,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,5,1,1,N,Y,Lightweight easy to use hairdryer,"I love this little hairdryer.....travels well, small, and lightweight.  It is powerful enough for me, and has diffuser, too.  Has 2 settings for temp.  Good value and easy to handle.",5/14/2013,0.379012906,3,1.0,0.660207434,1.150514998,0.058339145999999995,0.744835622,0.783919952,0.719847281,0.847992623
5289,7071,7071,10083001,R3NL3ANSQ14ZL8,B00009YJSJ,109106777,conair wallmount 1600 watt hair dryer with led night light; white,5,1,1,N,Y,Best hairdryer ever,"I am in hotel industry - I could buy thousands of these. Super cheap, very quiet, with a nice night light, barely use any electricity, great heat, simple to use, VERY comfortable in hand. I've never seen a guest use their own brought hair-dryer. they ALWAYS elect to use this - and it's obviously installed very conveniently in the bathroom - good screws and installation instructions that come with it. Never falls off, always there when you need your hair fluffy.",5/14/2013,0.156576881,2,1.0,0.601202893,1.150514998,0.058339145999999995,0.727293572,0.76817754,0.701154642,0.835200438
5290,7073,7073,14955686,R5R792B5IJSRF,B0001B86HM,805407843,"conair pro styler bonnet hair dryer, white",5,0,1,N,Y,love it,I love to keep my hair looking shinny and healthy and in the winter it gets dull and in the summer it looks fried.  I live in California.  This neat little gaget givese the conveinceof doing a deep condition at home for just the cost of the conditioner and a shower cap instead of paying those heavy prices at the salon. and it onlytakes 15 minutes and I can do it my PJ's instead of getting all dressed up and and over paying a salon for what I can do for a few bucks.,5/14/2013,0.551166638,1,1.0,0.705873831,1.0,0.0,0.74885629,0.788327138,0.72362083,0.853033447
5291,7074,7074,12362535,R1TPSYU9T59RT2,B0050QLDGY,635386699,"remington d3710 ceramic fast finish dual fan turbo hair dryer, 1875 watts",5,0,0,N,Y,Works great on fine hair!,"Hey All,<br />I am not so blessed with fine, thin hair that unless its pinned up and perfectly coifed its a frizzy, fly away mess.  This hair dryer changed that! With its settings and cool air, I can dry it and leave it. No more constant pinned up hair. I can let my locks down! SO yes. I highly recommend it. Its not perfect, Its a little bulky and takes some getting used too (you might have to change how you dry your hair) And I don't recommend traveling with it. BUT for a good stay at home dryer that works like a charm, has easy to use settings I love it -So much that I sent one to my sister :)",5/13/2013,0.611658527,2,1.0,0.721920225,1.0,0.0,0.753626883,0.792608316,0.728704327,0.856512305
5292,7075,7075,37459426,RIR553YZJALZW,B007T70X0Y,535977674,hsi professional hair dryer d-2200 with turbo ionic and infrared technology,5,4,5,N,Y,I like it so much,"This Hair Dryer has a nice color, and has been working so good.<br />So far so good!!!<br />The turbo velocity is quick drying. Is comfortable to use and easy to handling.",5/13/2013,0.446939327,4,1.0,0.67822595,1.5187674999999998,0.201072675,0.773572279,0.807753671,0.751718602,0.86378874
5293,7078,7078,51124263,R18XN0BMGQT3Z4,B000BBS636,560455235,conair yb075w pro yellowbird 1875-watt professional hair dryer,4,0,0,N,Y,Works just fine............,I have had a dublduck blower for over 30 yrs...........looks very similar to this one. Still works; however one day it will stop and I wanted something reasonably priced that will fit the bill............so far this one is. But I rather doubt it will have the longevity my original one has had! WOW,5/13/2013,0.101961292,1,0.75,0.586715277,1.0,0.0,0.578680452,0.606535636,0.5608714,0.652199872
5294,7079,7079,19100454,R34GGYXLSQPF4X,B0040VGR3Y,974237252,"twin turbo 3200 ceramic and ionic professional hair dryer, 1900 watt",4,0,2,N,Y,Works as advertized,"It dries hair, just like advertized.  The amount of 'hair static' effect seems reduced vs. my previous hairdryer.  The unit is a bit heavier than I expected, but the weight is balanced so handling is fine.  It's quieter than I expected even at full speed.  The cord is longer than needed in my personal situation, I find a cord that long just gets in the way.  The cord is straight, not coiled.  The big block thing at the end of the cord (vs. just an AC power plug) I find a nuisance since my power outlets are already GFCI-type outlets. Basic controls are fan & heat: 2 fan speeds + off & 2 temperatures + off.  The number of temperature settings advertized is a bit misleading - (&#34;4 temperatures&#34; is actually achieved by a combination of temperature switch & fan switch settings.)  Instructions (for English anyway) are generally lacking, but with a bit of experimentation one can figure out how to work it.  I rate the dryer 4 stars primarily for these reasons:  The &#34;Removeable stainless filter&#34; is a nice feature so hair clogs on the inlet can be removed, but getting it all back in place is not easy, it takes careful manipulation because the parts are not finely fitted and they bind easily (at least on my unit.)  Because of the binding and poor fit, I was afraid of breaking something in the precess of putting it back together after cleaning the filter.  The ad says: &#34;Includes concentrator&#34; - I assume this is supposed to be an attachment to put on the nozzle, my unit did NOT come with any extra parts.  All things considered I think it's overpriced and in some ways the ad is misleading.  I do intend to keep it, but will shop around again if I ever need another.",5/13/2013,0.65951436,1,0.75,0.734614713,1.0,0.0,0.622650954,0.645995205,0.607725941,0.68426447
5295,7080,7080,17098727,ROMTANF62AF33,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,5,2,2,N,Y,great product!,"For a small, compact hair dryer its great for traveling! I have little time and thick, curly hair and it does a great job and very powerful. Reasonable price, traveling case and attachments, very happy!",5/13/2013,0.513740644,4,1.0,0.695946016,1.318080836,0.123287146,0.766099185,0.802112574,0.743074232,0.861150916
5296,7081,7081,12013778,R30JLU7M3QRX4X,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,From Behind My Chair,"Having used numerous blow dryers in my business, I have to say this has been one of my favorites for so many reasons. It's lightweight and I can actually carry on a conversation with my clients without having to lower the speed...love the design! I highly recommend this product and would purchase again.",5/13/2013,0.223437486,12,1.0,0.618938686,1.0,0.0,0.723010471,0.765132841,0.696079776,0.834185907
5297,7082,7082,23463082,R2APWLOD0DVUOV,B007ROD3O2,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",4,6,7,N,Y,"professional bonnet style hood 1000 watt salon hair dryer, white","The instructions for assembling this item were not good.  Obviously written in Chinese or Japanese then poorly translated.  However, my husband did eventually get the item assembled and I have used it only once.  However, I am happy with it.  It is quiet and efficient and dried my hair raidly.  At this point I would recommend this product.",5/13/2013,-0.122330118,1,0.75,0.527218567,1.67731749,0.262526159,0.603993865,0.625656651,0.590143887,0.661169414
5298,7083,7083,48950050,R2TS2PRASXKG2D,B0012DL8B4,897437023,conair vagabond folding handle 1875 watt compact hair dryer 1 ea,5,3,3,N,Y,Conair 1875 compact blow dryer,"I just love my Conair 1875 Blow Dryer.  It's more powerful than any blow dryer that I've ever purchased.  I have long hair that generally takes 15 minutes to dry with my Revlon 1875.  The Conair is three times more powerful and dries my hair in less than 5 minutes.  And it's great for travel because it folds in half and is very, very light in weight.  I happily give this dryer 5 stars and would give it 10 if the option was available.",5/12/2013,0.256781553,0,1.0,0.627783707,1.4515449930000002,0.175017439,0.754307953,0.790822518,0.730962575,0.85068246
5299,7084,7084,48249407,R3MNM5TY803TI5,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",5,0,0,N,Y,Good hair dryer,"Works well for my wife, it's not fancy, but it does the job well. If you're looking for an inexpensive hair dryer, this is the one.",5/12/2013,0.075130492,1,1.0,0.579597999,1.0,0.0,0.711314485,0.754636746,0.683616646,0.825656846
5300,7086,7086,39797724,R3NH8DJV249W2I,B0009XH6V4,670161917,andis micro turbo hair dryer,5,0,0,N,Y,It's Andis at a good price. Done and done.,"Andis makes a great product, and I have a white Andis full-sized dryer for the house, but I needed a smaller one for on-the-road travel in my semi truck. This also has dual voltage for overseas travel, so YAY! Get one.",5/11/2013,0.428593055,1,1.0,0.673359323,1.0,0.0,0.739189727,0.779652267,0.713320234,0.845984301
5301,7087,7087,53029134,R9NGRVNW0LCTR,B001AFFBCG,392681682,revlon 1875w compact travel hair dryer,5,5,6,N,Y,Great for travel,"The dual wattage feature saves you from having to use a converter. The unit is very small yet plenty powerful, and way better than the dryers provided in hotels. For my hairstyle, the air concentrator attachment is a must. I'm very pleased with this dryer.",5/11/2013,0.26108228,0,1.0,0.628924541,1.603641457,0.233969557,0.764303479,0.798985209,0.742129914,0.855840505
5302,7088,7088,28027263,R25SC8IT0807K1,B00APV7OWG,443954263,onei mk-ii air ionique hair dryer with ionic generator for professional blowouts,5,0,0,N,Y,Fantastic Hair Dryer,"Salon quality dryer.  Great size and color. Love that its so quite. I've had to adapt to the controls being on the outside of the handle.(my old one was on the inside) but it's well worth it.  My hair dries so fast I have extra time in the mornings.. Love it, Love it, Love it.<br />I would reccomend this dryer to anyone that wants a quality dryer. Four year warranty. Where can you find that on a hair dryer?",5/11/2013,0.308869279,5,1.0,0.641600769,1.0,0.0,0.729747909,0.771179085,0.703259124,0.839099047
5303,7089,7089,39797724,R3K6SZYC5OSXYG,B0009XH6UU,486589264,andis pro style soft grip 1600 watt hair dryer,5,0,0,N,Y,Compact for a full-sized hair dryer,"I used the 'soft touch' black version of this hair dryer at a high-end resort hotel once and I was immediately in love, so I had to get this (white) one on Amazon. It had so much power for such a small dryer!! Highly recommended.",5/11/2013,0.085218957,4,1.0,0.582274118,1.0,0.0,0.712110095,0.755350735,0.684464441,0.826237029
5304,7090,7090,37651219,R1VVFMG1OISH9U,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,1,1,N,Y,Amazing!,Love how quiet this dryer is.  It feels good in the hand however it is a bit on the heavy side.  You get used to it after using it for awhile.  Other than the weight issue it is an amazing dryer!,5/11/2013,0.236851855,14,1.0,0.622497051,1.150514998,0.058339145999999995,0.733624326,0.773858821,0.707900631,0.839817012
5305,7091,7091,42124226,RNVLNRFL10AHT,B0002G214U,685652978,conair soft bonnet hair dryer 1 ea,5,0,0,N,Y,get one,"great product I recommend everyone get one. It is a good compact devise that is easy to travel with, you can put it under your seat or just hold it in your lap.",5/10/2013,0.188936601,2,1.0,0.609786801,1.0,0.0,0.720289616,0.762691119,0.693180459,0.832201778
5306,7095,7095,18109283,R2DRXCOJP6COS3,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,5,0,0,N,Y,dryer,it does a good job in a short amount of time and that it exactly why i bought this.  good dryer,5/10/2013,0.112349311,3,1.0,0.589470857,1.0,0.0,0.714249686,0.757270825,0.686744367,0.827797282
5307,7096,7096,41494916,RUQL5QGZCWCVM,B00009YJSJ,109106777,conair wallmount 1600 watt hair dryer with led night light; white,5,0,0,N,Y,easy dryer,"Had one that finally wore out and loved it so much bought another one just like it! You don't have to worry where to put it, it's on the wall!",5/9/2013,0.076733601,3,1.0,0.580023248,1.0,0.0,0.711440912,0.754750203,0.683751365,0.82574904
5308,7097,7097,44203495,R2KF5TWZJDTA0U,B0018C3V5A,833461643,"turbo power 3200 twin turbo hair dryer, black",5,0,0,N,Y,Great hair dryer!!,I have thick curly hair that I straighten twice a week. This hair dryer makes it easy! I highly recommend it!,5/9/2013,0.211256973,1,1.0,0.61570762,1.0,0.0,0.722049875,0.764270793,0.695056174,0.833485412
5309,7099,7099,16318935,R2RNPLE0PTKWP5,B0026ZD0WM,57056668,sunbeam 1632-040 global economizer hair dryer,5,1,1,N,Y,As advertised,Great dryer to replace an old wall mounted one. Heat settings are very good and installation was easy and fast,5/9/2013,0.192328346,0,1.0,0.610686513,1.150514998,0.058339145999999995,0.730113053,0.77070777,0.704159053,0.837256487
5310,7100,7100,29574024,R1BRDGCHDBHTQF,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,5,2,2,N,Y,What more could anyone want?,"I truly don't understand anyone who would pay more or could want more than what this hair dryer offers.  It's fantastic.  The settings, noise level, weight, what it does to my hair - all of it.  It's great.",5/9/2013,-0.037048688,5,1.0,0.549840764,1.318080836,0.123287146,0.722662094,0.763131692,0.696788088,0.829475297
5311,7101,7101,12509576,R3O3YE62A5A3M2,B002BFX6EO,391944105,sedu revolution professional hair dryer (4000i),5,2,2,N,Y,"Expensive, but I love it","I cannot believe I spent this much on a hairdryer, but I do really like it much better than the one I got at the large chain store. Wish it cost less, but would probably buy it again... ( :",5/9/2013,0.056913617,0,1.0,0.574765696,1.318080836,0.123287146,0.730072276,0.769781664,0.704684306,0.834879022
5312,7102,7102,16850823,R36UZ6UICN0MNH,B000IG83VE,977457747,"babyliss pro babfrv2 volare ferrari designed professional luxury mid sized hair dryer, red, 2000 watts",5,1,1,N,Y,EXCELLENT Hair dryer,"I received this product and am very happy with it.  It is so powerful that even with my very think hair, it is dry within minutes.  By far the best product I own for drying my hair.",5/9/2013,0.32972013,0,1.0,0.647131775,1.150514998,0.058339145999999995,0.740948229,0.780431366,0.715704912,0.84515782
5313,7103,7103,38102121,R168UTDU2GI25D,B003ICX810,415057628,pro beauty tools professional turbo hair dryer,5,3,4,N,Y,Great dryer,"This was purchased to replace the one that got stomped (by accident). It is of a very professional quality, without the high price tag.",5/9/2013,0.1454973,0,1.0,0.598263866,1.4193820030000002,0.162551164,0.743489728,0.78128487,0.719325621,0.843244118
5314,7104,7104,19160689,R1L6BP0ATB45H9,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,1,1,N,Y,Wife loves it,Great hairdryer the wife is very happy. I went with this one because it had many reviews and seemed popular,5/8/2013,0.153140383,15,1.0,0.60029131,1.150514998,0.058339145999999995,0.727022559,0.76793433,0.700865852,0.835002807
5315,7105,7105,47798751,R3BBQT6DLCCXK9,B0001B86HM,805407843,"conair pro styler bonnet hair dryer, white",4,0,0,N,Y,it's working fine so far,Have only used it twice but is doing the job.  It is definitely not like the ones they used to build before.  The old styles were more sturdy and strong.  Bought this for my mom who had a Westinghouse model that had been with her for over 30 years and now is when it broke.  But for the price it is all worth it.  I like the fact that you can fold it and close it.,5/8/2013,0.294234392,2,0.75,0.637718643,1.0,0.0,0.593843752,0.620143334,0.577029266,0.663257402
5316,7106,7106,10124119,R1HFLP94WULJ0O,B0043W2C48,630355634,br beauty meredith 880w salon hair dryer with casters,5,1,1,N,Y,PERFECT PRODUCT,I LOVE IT!!! IT IS JUST PERFECT. MY DAUGHTER AND I ARE IN LOVE WITH IT. I RECOMMEND THIS PRODUCT 100%,5/8/2013,0.100412078,1,1.0,0.586304324,1.150514998,0.058339145999999995,0.722864228,0.764202602,0.696434775,0.831970428
5317,7107,7107,51167933,R2SSYU6BEA1T4Q,B0009XH6UU,486589264,andis pro style soft grip 1600 watt hair dryer,4,0,0,N,Y,Small but powerful.,"This thing packs some blowing power for a small sized hair dryer. I'm happy with it, plus it was really inexpensive.",5/7/2013,0.208669049,5,0.75,0.615021133,1.0,0.0,0.587095783,0.614087638,0.569838695,0.658336582
5318,7108,7108,49810377,R33AVZFYI6DUN5,B001LQY1X4,748065701,conair 1875 watt mid-size hair dryer,5,0,0,N,Y,It works like a dryer... :),"I don't use my hair dryer for much more than drying purposes... Lol... It's simple, in-expensive, and it blows a lot of hot air... ;)<br /><br />It serves its purpose well...",5/7/2013,0.247863396,3,1.0,0.62541803,1.0,0.0,0.72493678,0.76686153,0.698132432,0.835590629
5319,7110,7110,16363368,REQAF2ZL70YN8,B001UHN0OA,396337866,extracompact twinturbo 3500 2000 watt compact professional hair dryer,5,0,0,N,Y,The rave reviews are true!,"I hesitated to spend this much money on a hair dryer, and I am so happy I did.  I have always purchased the cheaper drug store ones and they not worth it- my hair is so much smoother and healthier with this dryer!",5/6/2013,0.156921089,1,1.0,0.6012942,1.0,0.0,0.717764766,0.760425293,0.690490003,0.830360583
5320,7111,7111,16456137,RJWA69JY7WIV5,B006FLC09W,316756803,infinity pro by conair 1875 watt hair dryer - purple,5,2,2,N,Y,Great product for great price,"Loved the color, works amazingly well. Dries your hair very fast. I love that there are multiple setting for temperature and speed",5/6/2013,0.187488197,0,1.0,0.60940259,1.318080836,0.123287146,0.740369825,0.779022788,0.715657274,0.842388301
5321,7112,7112,44610570,R2HCMD2N9N192,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,5,2,2,N,Y,Great blow dryer!,"I am a hairstylist, and I love this dryer! It is lightweight, and it dries my hair incredibly fast. The cord is a little short for professional use, but I love it for myself!",5/6/2013,0.355431347,5,1.0,0.653952066,1.318080836,0.123287146,0.753614384,0.790908588,0.729770548,0.852046627
5322,7113,7113,21543431,R2QEFD18K9CVY7,B007ROD3O2,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",4,21,25,N,Y,So far so good,I've used it 3-4 times now and it dries quite quickly. I have hair; locs down the middle of my back and I like that the bonnet is large so that my entire head dries. I tend to either braid or curl my locs and it takes forever to dry them when I set them. But I can sit under this dryer for an huor or less and my hair is fully dry.  I did not give a 5 because one of the casters arrived broken. I haven't had time to make a claim with the company and I probably won't because it's such a pain in the neck. I just chose not to insert the wheels.,5/6/2013,-0.072700193,2,0.75,0.54038366,2.142863089,0.44297018899999996,0.637464579,0.653222287,0.627389979,0.679054594
5323,7114,7114,19864342,R3VU7WQG8DMIIJ,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",4,0,0,N,Y,I like it,"I'm male with long hair. This dryer works just fine for me. I read the good reviews on Amazon before I bought it. I feel the dryer is adequate in every way and a lot better than most I've had. So, why not 5 stars? I don't know. Maybe it is the look or the feel. But whatever it is, this dryer does a great job. For me it is just not easy to love a hair dryer.",5/6/2013,0.356469701,2,0.75,0.654227506,1.0,0.0,0.598751837,0.624547899,0.582259274,0.666836523
5324,7115,7115,8184768,R196FCKZ8F5FIW,B0057HQ6C2,582752797,"pibbs ttec8012 twin turbo 3800 professional ionic and ceramic hair dryer, black, 2100 watt",5,2,3,N,Y,great great product! super seller!!,this hairdryer is a super product!  i would recommend this item to everyone! it is light weight and has a strong enough power to take my frizzes away in just a few minutes..,5/6/2013,0.135731997,0,1.0,0.59567347,1.301029996,0.116678293,0.735205627,0.774478898,0.710096486,0.83886131
5325,7116,7116,52406127,R14QX0LTT9RP9U,B0001B86HM,805407843,"conair pro styler bonnet hair dryer, white",5,0,0,N,Y,Great hair dryer,This hair dryer replaced one my Mom had been using for the past 25 years or so. I finally convinced her it was time when the old one was broken in so many places I just could not fix it anymore though the motor was fine.  She loves the new one because it resembles the old one in so mnay ways but with improvements.  She is delighted with this Conair HH320LR.. Could not be more pleased.,5/6/2013,0.243429136,3,1.0,0.624241776,1.0,0.0,0.72458708,0.766547706,0.697759795,0.835335617
5326,7118,7118,43644610,R14QCQTPDS27FG,B002B8VE4U,74735317,travel smart by conair dual voltage 1875 watt hair dryer,5,0,0,N,Y,Great Hair Dryer for Long Hair,This was perfect for my trip.  Even when I did not realize I had to turn the dial to a different voltage in Singapore - it just flipped the breaker and did not burn out the dryer.  When I was finally smart enough to realize I needed to select the voltage I could not have been happier.  I have long hair and like to dry my hair upside down at times.  I hate when my hair gets caught in the fan.  This dryer had the perfect cover and my hair never got caught or tangled.  It folds up for easy packing too.,5/6/2013,0.084516952,1,1.0,0.5820879,1.0,0.0,0.712054733,0.755301052,0.684405447,0.826196657
