,V1,Unnamed0,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,score,export,Star normalization,Normalization of comment scores,Help rating weights,Help normalize rating weights,Total score
3510,5619,5619,10447893,R2G4SPSNHO32X4,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,5,1,1,N,Y,like it,I like it because it is not a noisy hair dryer. It works fine and does have a comfort touch.,2/4/2014,0.190913571,7,1.0,0.610311223,1.150514998,0.058339145999999995,0.730001479
3511,5620,5620,24024328,RZWCPUKO1ZF9T,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",5,0,0,N,Y,I love this thing,"I have bought two of these (one to keep at my boyfriend's place too). They pack well and are wonderful. Very convenient for travel, and dry my hair very quickly.",2/4/2014,0.124516884,18,1.0,0.592698491,1.0,0.0,0.715209261
3512,5621,5621,46475723,R2L9T5TWJAXD3B,B0037MFCHE,423960,infiniti by conair i series folding handle hair dryer,5,0,0,N,Y,My favorite,This was my favorite blow dryer. I had it for a few years and then it died on me. I couldn't find it in the stores anymore so I turned to Amazon. Yay! Got my fav dryer back and it works perfectly :),2/4/2014,0.132518609,2,1.0,0.59482107,1.0,0.0,0.715840304
3513,5622,5622,28648623,R15P79PG017U3V,B0050QLDGY,635386699,"remington d3710 ceramic fast finish dual fan turbo hair dryer, 1875 watts",5,0,0,N,Y,I love this hairdrayer,I have had this hair dryer every day for a long time and it is the best. I use it with the nice difusser that comes with it and my hair has beautiful curls.  I would highly recommend it for people that want to have pretty soft curls when using a difusser. I do not use it for anything else. I have had people borrow it to dry straight hair and they say it is great.,2/3/2014,0.389896007,4,1.0,0.663094342,1.0,0.0,0.736137948
3514,5625,5625,13941754,R3L1QXGGUBAWT3,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,5,0,0,N,Y,No frills,"Reasonably priced and powerful, one of the best in the same class, impressed with the separate control of speed and temp for this price",2/3/2014,0.146355319,20,1.0,0.598491468,1.0,0.0,0.716931514
3515,5627,5627,25739504,RRSNKLUA4IL4X,B0008ENT8I,868768702,"proversa jwm6cf wall caddy hair dryer with 2-speed and 3-heat settings, 1600-watts, white finish",5,1,1,N,Y,Small yet powerful,I did a lot of research. This is the narrowest one. The 2 speed 3 heat settings are great. Very nice for a small space.,2/3/2014,0.152440547,1,1.0,0.600105668,1.150514998,0.058339145999999995,0.726967367
3516,5628,5628,26240347,R1427M6HRHL3WG,B000E8PG98,676407800,conair 1875 watt cord-keeper hair dryer; pink,5,0,0,N,Y,Great for the price!!,It's great!! It's kinda loud but a great product!! Would buy another. Loved the red! The cord goes back up the dryer. Loved that feature.,2/3/2014,0.088428304,0,1.0,0.583125446,1.0,0.0,0.712363195
3517,5629,5629,25732992,R3APGYY7KYJ58J,B000065DJY,919751065,revlon 1875w volumizing hair dryer,5,0,0,N,Y,Dryer does the job,Does everything I need it to do. Light and easy to use. I love  the attachments too. Dries nicely and fast.,2/3/2014,0.139585011,2,1.0,0.596695541,1.0,0.0,0.716397584
3518,5630,5630,47899704,R1QGDL5QQZJLDP,B0027SU9JU,918034537,revlon 1875w volumizing turbo hair dryer,5,1,1,N,Y,Excellent for no-frizz curly hair,"I have medium length, fine curly hair and needed a low setting and warm air and good diffuser that won't sit right on your hair...check, check and check. Perfect for drying while not blowing your hair around so to break the curl or cause frizz. And it's lightweight..a real gem.",2/2/2014,0.283143358,2,1.0,0.634776577,1.150514998,0.058339145999999995,0.737275029
3519,5633,5633,42066939,R202KXNUUXDP38,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,5,1,1,N,Y,Best hair dryer,This is the best hair dryer I have had so far.  It dries great and doesn't make weird noises or show sparks or do any of the weird scary thing some of my others have.,2/2/2014,0.002274314,3,1.0,0.560271789,1.150514998,0.058339145999999995,0.715124755
3520,5635,5635,5845305,RK6NAGH80EMLU,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,Great dryer at a great price!!,I had no idea how cheap my hair dryer was till I used this one. I bought this for my daughter for Christmas and tried it. It worked great! I liked hers so much I bought one for myself.,2/2/2014,0.002859934,4,1.0,0.560427134,1.0,0.0,0.705614987
3521,5636,5636,21516700,RGAZR1VW8CTEW,B00092M2VO,238410319,andis 1875 watt professional ceramic ionic hair dryer,5,0,0,N,Y,best dryer,"Really like this hair dryer.  Does not frizz hair when drying. Can be used with or without several dryer attachments. Like all silver color.  Controls are well placed and very easy to use.  Has really long cord which helps.  A little heavy (but I'm in my sixties) but its weight not a real problem.  Hangs up easily when not in use. Highly recommend this hair dryer.  Price reflects quality, value and great find!",2/1/2014,0.314650062,5,1.0,0.64313421,1.0,0.0,0.730203801
3522,5638,5638,3839264,R25AQ24SV35V26,B00009YJSJ,109106777,conair wallmount 1600 watt hair dryer with led night light; white,5,0,0,N,Y,Best I've seen,The style looks sheik hanging on wall. Looks good and very quiet. I like the nite light that's built into it.,2/1/2014,0.037307836,5,1.0,0.569564964,1.0,0.0,0.708331664
3523,5641,5641,18630496,R1JKIAEB6ZXBDU,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,5,1,1,N,Y,Exactly what I wanted!,Our blow dryer died recently. Panic!! But we just didn't have the opportunity to hunt around in local stores to find a replacement for the one we'd had for so long. I took a chance and looked on Amazon and there it was ... the exact one we wanted! It has a lot of power and we're very pleased with it.,1/31/2014,0.373042712,4,1.0,0.658623749,1.150514998,0.058339145999999995,0.744364793
3524,5642,5642,13568685,R1OAGYTQAOTRWS,B007ROD3O2,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",5,2,2,N,Y,So far so good!!,So far so good!! I've had it a few weeks now and it's still working good. Blowing really hot. Quick dry time.,1/31/2014,0.170208164,4,1.0,0.604818798,1.318080836,0.123287146,0.739007063
3525,5644,5644,30535277,RQCY2L7AID2K9,B004YZMKKU,258419037,"john frieda(r) jf1r 1,875-watt hair dryer",5,1,2,N,Y,great blow dryer,I love this blow dryer for a couple of reasons:<br /><br />1.  It has a super long cord which is awesome<br />2.  It had not only high and low but you can adjust the heat level as well.<br /><br />There are some things I don't like as well:<br /><br />1.  It is a little heavy but nothing that would sway me from buying again<br />2.  The buttons are in a bad spot and I occasionally bump them.<br /><br />I would definately recommend.,1/30/2014,0.238031091,4,1.0,0.622809862,1.159040418,0.061643573,0.734258589
3526,5645,5645,34287598,RR6UE2H2LMVZC,B003ICX810,415057628,pro beauty tools professional turbo hair dryer,5,0,0,N,Y,Hot Stuff,"Dryer is Great for the money, It is quiet gets hot and seems to compare to the Chi dryer we also have in the salon. Thank you so much. the final test will be life span.",1/30/2014,0.250872994,1,1.0,0.626216372,1.0,0.0,0.725174127
3527,5646,5646,47229668,RMHL28OOTQ23V,B000XE6C3M,772841097,"ovente seductive ceramic ionic tourmaline lightweight professional hair dryer, red (3600)",5,0,1,N,Y,Great dryer,Dries my thick hair very quickly. It makes quick work of straightening my hair while blow drying. Leaves my hair shiny. It's an awesome dryer.,1/30/2014,0.283305678,3,1.0,0.634819635,1.0,0.0,0.727731878
3528,5648,5648,33177336,R2XDR1PUSM66VS,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,5,0,0,N,Y,Fast fast fast,I have very thick hair. This hair dryer works amazingly. And it's really convenient to bring for travel because of its tiny size. I love it and will absolutely buy again.,1/29/2014,0.31583431,2,1.0,0.64344835,1.0,0.0,0.730297194
3529,5650,5650,23563281,R2IRWDIG4PH9XX,B0002G214U,685652978,conair soft bonnet hair dryer 1 ea,5,0,0,N,Y,Hair dressing device,"Dryer works as intended and is more useful than a salon style dryer in that it's portable.  I also think using a bonnet as opposed to salon style dryer is more efficient in drying the hair due to creating a closed hair-drying environment.  However, that's just my opinion; I don't have anything to prove that.  The only negative that I have relative to bonnet style dryer is -- from experience -- the bonnet wears/tears up before the dryer breaks and I haven't been able to get replacement bonnets.",1/29/2014,0.254660706,4,1.0,0.62722112,1.0,0.0,0.725472839
3530,5651,5651,13324110,R28G3XIH42U1XV,B0002G214U,685652978,conair soft bonnet hair dryer 1 ea,5,0,0,N,Y,LOVE IT,I BOUGHT THIS FOR MY MOM<br />SHE SEARCHED ON-LINE AND FOUND THIS ONE<br />IT WAS EXACTLY WHAT SHE WAS LOOKING FOR<br />WORKS GREAT,1/29/2014,0.103392663,5,1.0,0.58709497,1.0,0.0,0.713543335
3531,5652,5652,44186185,R2DHB09B7FLHMR,B0037MKQE8,107341965,conair 207p infinity tourmaline ceramic hair dryer,5,0,0,N,Y,Hair Dryer,It dries my hair so fast!  I love it and would recommend this product to anyone who wants a good hair dryer at a low price.,1/29/2014,0.298000283,1,1.0,0.638717603,1.0,0.0,0.728890743
3532,5653,5653,4397407,R2ZZI8H3TPFE4M,B00CC7Y0G4,253762851,"remington d3015 ionic ceramic dryer, ionic hair dryer, hair dryer",5,0,0,N,Y,"Great product, very good price!","Like it. Simple, with strong wind power that could dry my hair in a short time, and the price is terrific!",1/29/2014,0.129783863,1,1.0,0.594095637,1.0,0.0,0.715624633
3533,5655,5655,49415930,RQR9W77H7I2TE,B00CC7Y0G4,253762851,"remington d3015 ionic ceramic dryer, ionic hair dryer, hair dryer",5,0,0,N,Y,Works great!,This dryer works great and has a lot of power. For $10.00?!? You can't beat that!  It's also a  bit smaller than most dryers so it's easy to hold and maneuver.,1/29/2014,0.341231279,2,1.0,0.650185282,1.0,0.0,0.732300084
3534,5656,5656,2153374,R3HEFUJP8IUCIS,B003TQPRGY,814216548,revlon 1875w compact travel hair dryer,5,0,0,N,Y,the great things,this hair dryer is the great things that can use the less time to make my long hair dry. I love it,1/28/2014,-0.030676693,0,1.0,0.551531033,1.0,0.0,0.702970176
3535,5657,5657,10328347,R82Y8WS09GP7N,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,2,N,Y,Great product,"Best hair dryer ever. Super high power. I dunno if it has something to do with the &#34;ionize&#34; part , but it actually thickens up my hair. I'm 46 and it's getting a little thinner up top and man this thing does wonders for bringing a fullness to my hair. Can't go wrong with this one.",1/28/2014,0.21694979,4,1.0,0.617217726,1.0,0.0,0.72249883
3536,5659,5659,47437943,R1CQLOR18EAOE8,B004YZMKKU,258419037,"john frieda(r) jf1r 1,875-watt hair dryer",5,0,1,N,Y,Great for fine hair!,"I have very fine hair that doesn't like to be styled. Using this dryer, I have;<br /><br />Volume<br />Body<br />Curl<br /><br />AND, I don't have to use any product to get it that way. I believe the key is not only the dryer, but, the shampoo you use. I use a Keratin infused shampoo with Ion ultra light weight conditioner. Bottom line- this blow dryer is incredible!",1/28/2014,0.061014993,5,1.0,0.575853648,1.0,0.0,0.71020129
3537,5660,5660,49143597,R1BVU4NLKO1RPX,B00009YJSJ,109106777,conair wallmount 1600 watt hair dryer with led night light; white,5,0,0,N,Y,Perfect....,"This is great for a smaller bathroom - like I have - and it mounted easily on the wall and I use it daily,",1/28/2014,0.190918054,6,1.0,0.610312412,1.0,0.0,0.72044588
3538,5662,5662,20293692,R1U15LHC4OPJAV,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,0,0,N,Y,Great product!,"I love this hair dryer. It is a bit heavier than my previous one but my hair dreys faster so I don't mind.  The air blows really hot if you use the highest setting so it took a bit getting used to it, but I love it",1/28/2014,0.131031931,5,1.0,0.594426706,1.0,0.0,0.71572306
3539,5663,5663,40517745,R829MN5N1AACP,B002BFX6EO,391944105,sedu revolution professional hair dryer (4000i),5,208,214,N,Y,Great Blow Dryer! You won't regret this purchase,"This is a GREAT dryer and my review will compare the Sedu Revolution 4000i with the Harry Josh Pro Dryer 2000.<br /><br />When the Harry Josh 2000 dryer came out I was dying to buy it but just couldn't justify the price. I was in desperate need of a good dryer (since I straighten my hair almost every day).  After lots of research and reading reviews on every single dryer out there, I decided to go with the Sedu Revolution TGR 4000i. Especially since it was chosen by Harry Josh himself as HIS FAVORITE DRYER (obviously before he developed his own dryer)…so I figured the Sedu was a great choice. I've loved this dryer since day 1. Love it. But…I still had my heart set on the Harry Josh dryer. I figured it would be even better than the Sedu and somehow cut my dry time to mere seconds :)<br />I finally justified the purchase of the Harry Josh by telling myself that my Sedu would be my travel / back up dryer. After all, everyone needs an emergency blow dryer!<br /><br />So the Harry Josh dryer arrives and I immediately notice it's the same exact body casing as the Sedu. Even the attachments are exact and fit on both dryers. EVERYTHING and I mean everything right down to the cord length, switches, markings and body size were exact. Even the motor sounds exactly the same when turned on. The only difference I can see is that one is mint green and one is black.<br />Now I admit, I don't know what kind of motor each one has, but it seemed strange to me that Harry's new $250-300 dryer appears to be the exact same machine as his once beloved &#34;favorite dryer.&#34; So I decided to perform my own dry test and see which one, if any, dried my hair faster and made it smoother.<br /><br />I tested for six total days. For three days I dried with the Sedu and for three days with the Harry Josh. I alternated days to account for weather, humidity in the air, more or less product applied, etc.<br /><br />On all six days I followed the same exact routine (water temp / shampoo / conditioner / other hair product)<br /><br />Here's what I found:<br /><br />The Sedu Revolution dried my hair approximately one to two minutes faster than the Harry Josh on all days. On average, using the Sedu, it took about 5:30 min to get my hair dry and approx 7 minutes to dry it with the Harry Josh.<br /><br />The Harry Josh DID make my hair a slightly smoother, but nothing really earth shattering.<br /><br />I decided to keep my Sedu and return the Harry Josh.<br /><br />Note: My hair is slightly longer than shoulder length, curly, fine, and a little frizzy. It's also color treated.<br /><br />So all in all, I highly recommend the Sedu Revolution TGR 4000i dryer. Even though it's expensive it's totally worth it if you straighten your hair a lot. I'm thrilled with mine.r / other hair product)<br /><br />Here's what I found:<br /><br />The Sedu Revolution dried my hair approximately one to two minutes faster than the Harry Josh on all days. On average, using the Sedu, it took about 5:30 min to get my hair dry and approx 7 minutes to dry it with the Harry Josh.<br /><br />The Harry Josh DID make my hair a slightly smoother, but nothing really earth shattering.<br /><br />I decided to keep my Sedu and return the Harry Josh.<br /><br />Note: My hair is slightly longer than shoulder length, curly, fine, and a little frizzy. It's also color treated.<br /><br />So all in all, I highly recommend the Sedu Revolution TGR 4000i dryer. Even though it's expensive it's totally worth it if you straighten your hair a lot. I'm thrilled with mine.",1/27/2014,1.452452537,0,1.0,0.944953631,3.2564986030000003,0.8746118620000001,0.963196137
3540,5664,5664,47573773,RD4UO5L21NOHL,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",5,0,0,N,Y,dryer,"So far it is all that it promised works well, and is very compacted would I recommend it Yes.. very pleased...",1/27/2014,0.309099845,14,1.0,0.64166193,1.0,0.0,0.729766092
3541,5665,5665,42373523,RBLNXJW2WI2SC,B00092M2X2,221722169,hot tools ionic anti-static professional dryer - model # 1035 - black/purple hair dryer for unisex,5,0,0,N,Y,Works great-Love it!,This works great and has really helped cut down on my static! Also-my hair feels SO MUCH better now that I am not using my cheapie blow dryer!,1/27/2014,0.243576157,1,1.0,0.624280775,1.0,0.0,0.724598674
3542,5667,5667,13339181,RDTVK4W5V2UAG,B00APV7OWG,443954263,onei mk-ii air ionique hair dryer with ionic generator for professional blowouts,5,0,0,N,Y,great product,"After using the Onei flat iron I decided to see what other Onei products I could purchase. This blow dryer is fabulous. I have a lot of hair and because of the dryers power, my blow dry time has been shortened. Every time I use this dryer i feel like I am at a salon because the blow dryer is top of the line. No more blow dry bars for me. I am more then happy to blow dry my own hair with the Onei Hair dryer.",1/26/2014,0.257274877,2,1.0,0.627914569,1.0,0.0,0.725679001
3543,5670,5670,10236336,R20R1U2DN001I7,B0009XH6UU,486589264,andis pro style soft grip 1600 watt hair dryer,5,0,0,N,Y,Great drier !,Can't beat it for the price! Has all the options you need. I would recommend to anyone. Also like that it's fairly quiet.,1/26/2014,0.081038396,2,1.0,0.58116516,1.0,0.0,0.711780402
3544,5672,5672,41889788,R2OD197AQ9Q3SX,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",5,0,0,N,Y,I LOVE EVRYTHING ABOUT THIS HAIR DRYER,IT'S THE PERFECT SIZE.  A GREAT WEIGHT.  RETRACTABLE!  THE HANDLE FOLDS & IT DRYS VERY WELL!  BEST HAIR DRYER EVER!  AFTER READING SOME OF THE BAD REVIEWS I WAS RELUCTANT TO BUY IT BUT I'M SURE GLAD I DID!,1/25/2014,0.258209495,14,1.0,0.628162491,1.0,0.0,0.725752708
3545,5674,5674,25256427,R3UEOTLOGVY28C,B0009XH6V4,670161917,andis micro turbo hair dryer,5,0,0,N,Y,solid little dryer with good power,i'm a big world traveller & this is the best one i've used. small & lightweight. seemed about right the right price.,1/25/2014,0.030857952,3,1.0,0.567854034,1.0,0.0,0.707823004
3546,5675,5675,38239831,R2JFKTKODSLJ3P,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,5,1,1,N,Y,my favorite little dryer,I can't find this at my local store anymore and I just love it... so glad i found it here and bought this as a backup.  Works well and seems to last a long time. Have had about 4 of them so far over the years ... wouldn't use anything else if i can help it.,1/24/2014,0.137415446,3,1.0,0.596120031,1.150514998,0.058339145999999995,0.725782437
3547,5677,5677,2726283,RP6PJC8IXXF0U,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,5,0,1,N,Y,nice,the Conair 1875 Watt Turbo Styler with Ionic Conditioning is quite strong... also the price is nice. So I really like it,1/24/2014,0.303950646,17,1.0,0.640296027,1.0,0.0,0.729360009
3548,5680,5680,33419785,R1T59L8VMYFYGR,B0037MFCHE,423960,infiniti by conair i series folding handle hair dryer,5,0,0,N,Y,Love This Hair Dryer!,"This Hair Dryer Folds Up Nicely, The Cord Retracts Smoothly & The Settings Are Also Perfect And Do Not Burn My Hair.",1/23/2014,0.22892322,3,1.0,0.62039386,1.0,0.0,0.723443095
3549,5681,5681,10357920,R39TLFUPWY7XHT,B000BFJJ7E,346326614,conair ionic conditioning 1875 watt cord-keeper hair dryer w/ retractable cord and folding handle,5,0,0,N,Y,great for travel,love this hair dryer! perfect for travel because of what little space it takes up and the retractable cord is a blessing!,1/23/2014,0.145783149,0,1.0,0.598339692,1.0,0.0,0.71688639
3550,5684,5684,11080315,RCT1LOGKFOON7,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,5,0,0,N,Y,AWESOME!,Works as promised! I also looked at it and thought I had received a toy hairdryer- but it works works works! I took it with me on my trip to WA and all three family members used it daily. It is quick! It does not cause fizz or flyaways. The attachments are plastic-but for the price it works wonderfully. Will buy again and recommend it to the ladies :-) PS: The zebra bag was a delight to use for travel and for personal when travel is over :-),1/22/2014,0.543404512,0,1.0,0.703814809,1.0,0.0,0.748244143
3551,5686,5686,24358079,R1UJDZHA9NYZDU,B00CC7Y0G4,253762851,"remington d3015 ionic ceramic dryer, ionic hair dryer, hair dryer",5,0,0,N,Y,Great product for the price,"I've only used this dryer for a few weeks, but so far so good. I have long thick hair and only need to use medium speed on medium heat to get everything dry in 10 minutes. The ongoing polar vortex combined with my own bleary negligence every morning is a pretty good litmus test for any product, but I've only gotten my hair stuck in it once and it's not so hot I've damaged my hair. When all is said and done, I'm fairly impressed. With the dryer; not myself.",1/22/2014,0.358697399,3,1.0,0.654818436,1.0,0.0,0.733677521
3552,5687,5687,29977825,R3B2PRMINOORJ0,B008OEZ0N6,153523919,"pro beauty tools pbdr5886 professional travel hair dryer, white and black",5,1,1,N,Y,great deal and compact,Love the travel hair dryer. It folds down to take up less place. The diffuser works great with my curly hair and it has hot/cold air options.,1/22/2014,0.261812797,1,1.0,0.629118321,1.150514998,0.058339145999999995,0.735592829
3553,5688,5688,42433000,R19FP32CUB64P2,B002MHW4MG,415529274,travel smart by conair dual voltage 1200 watt folding hair dryer,5,2,2,N,Y,Great little travel hairdryer,"Can't believe how small and yet powerful this little thing is!  Best travel hairdryer ever thanks to the ultra compact size and low wattage.  Will be perfect for our trip to Europe.  Wife used it a few times to see how it worked and she is &#34;blown away&#34; (excuse the bad pun).  It really is all you could want in a travel sized hair dryer and you won't believe how small it is, but don't let that scare you away!",1/22/2014,0.131878256,0,1.0,0.594651207,1.318080836,0.123287146,0.735984238
3554,5689,5689,49877308,R1WGH3A0RWO8EU,B00BT7UNLY,407404113,panasonic nano-e nano care hair dryer eh-na95 | ac100v 50-60hz (japan model),5,5,5,N,Y,Best hair dryer ever!,"I love this hair dryer.  It dries my hair fast, and makes my hair very shiny and straight.  I used to use Revlon hair drier from drug store which is about $15.  Revlon hair dryer usually stops working after one year from purchase and makes my hair very dry and unhealthy.  This Panasonic hair dryer is a little pricy compared to regular dryer you can get from drug store but you get what you pay for.  It's worth it.  The finish of the body prevents your fingerprints to stick even though you have hair cream or hand cream on your hand so you can keep the beautiful appearance of the dryer. I feel my hair has been healthier and shinier with this.  I highly recommend this product.",1/22/2014,0.46657902,1,1.0,0.683435678,1.648459375,0.251340843,0.783355057
3555,5690,5690,24957862,R1E79UO4OYYVWS,B0089TDTWK,187812876,conair 1875-watt ionic conditioning pro style hair dryer,5,3,3,N,Y,Love my new hairdryer,"I love this brand and model of hairdryer. I had a blue one exactly like this for about 5 years, and it was the most durable hairdryer I've ever had. I would say this one was not as hot as my last, but still a very decent hairdryer. I would definitely recommend!",1/21/2014,0.01207117,1,1.0,0.562870554,1.4515449930000002,0.175017439,0.735009272
3556,5693,5693,18696965,R10H4P41WYFG1M,B00009YJSJ,109106777,conair wallmount 1600 watt hair dryer with led night light; white,5,0,0,N,Y,Wallmount Conair Hair Dryer,I find it very handy for my daily hair drying. My grand daughter comes here when she is in a hurry to dry her hair.,1/20/2014,0.114887475,6,1.0,0.590144144,1.0,0.0,0.714449854
3557,5694,5694,9912105,R1HUUVNRKQ86K5,B004ATPPRK,668106687,"babyliss pro one 'n only argan heat ceramic hair dryer, 1875 watt",5,0,1,N,Y,Makes wonders....,"This hair dryer makes my hair nice and smooth. I always tried to avoid any hair dryer, because they all made my hair frizzier. This hair dryer got my attention in the store, so I went on line at Amazon, found good reviews and good price and I bought it. I couldn’t believe, when I got such a nice result after the first time I used it. I am using right now for 2 months and I am still happy with it. No regrets.",1/20/2014,0.209520787,0,1.0,0.61524707,1.0,0.0,0.721912954
3558,5696,5696,32792250,R1PTFBPTQXUNLD,B000X300MC,122140779,"jerdon wall mount hair dryer with 2-speed and heat settings, 1600-watts",5,0,0,N,Y,Jerdon Hair dryer,I buy one of these wall mount dryers every time my old dryer is exhausted.<br />I use it everyday and it lasts a long time before replacing it.  I am pleased<br />with its durability.,1/19/2014,0.117946565,0,1.0,0.590955614,1.0,0.0,0.714691104
3559,5697,5697,48924171,RIJB3ED2I5EHE,B0012DL8B4,897437023,conair vagabond folding handle 1875 watt compact hair dryer 1 ea,5,0,0,N,Y,The Best,I really like this hair dryer not only because it is designed for travel but that it has better air flow than any other hair dryer my wife has bought. These things are disposable and at this price that makes that part more than acceptable.,1/19/2014,0.190295738,0,1.0,0.610147333,1.0,0.0,0.720396802
3560,5698,5698,5549990,R1GV1JZ8CNEZO4,B00016KMIS,983445543,sunbeam/oster 1500 watt wall mounted hair dryer.,5,0,0,N,Y,The Sunbeam/Oster 1500 watt wall mounted hair dryer.,I love it. I really do.  What more can I say? I mounted it on the wall and have used it since I got it. Thank you!,1/19/2014,-0.015899674,1,1.0,0.555450862,1.0,0.0,0.704135541
3561,5700,5700,37051370,R14P6GY6BZZYK8,B000X300MC,122140779,"jerdon wall mount hair dryer with 2-speed and heat settings, 1600-watts",5,0,0,N,Y,So Convenient,"I love this blow dryer. I wanted one I didn't have to put away every day or have lying around with the cord all bunched up. This fit the bill perfectly. It's on the wall, out of the way and always ready.",1/19/2014,-0.038730463,1,1.0,0.549394648,1.0,0.0,0.702335029
3562,5703,5703,14941927,R2ZEB5SYVOQSY4,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,5,1,1,N,Y,Love this dryer.,This is my second vidal sassoon dryer.<br />I bought a second one for travel.<br />I like the fact that it has 3 heat and 2 speed settings.<br />I may just get another for future use.,1/18/2014,0.152789327,4,1.0,0.600198187,1.150514998,0.058339145999999995,0.726994873
3563,5704,5704,8759923,R2MG6DKZKKJ49F,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",5,0,0,N,Y,Love It !!,"Saw this at first in a great hotel and ordered right when I got home.  love the wattage , the look,<br />the compactness and easy storage!!!!!",1/18/2014,0.083788234,12,1.0,0.581894597,1.0,0.0,0.711997264
3564,5705,5705,26971305,RPVNKWZ7HJFK5,B00070E8IS,531479992,elchim professional 2001 classic hair dryer (colors may vary),5,0,0,N,Y,Perfect,Does exactly what it needs to do. Solid and durable. Gets so hot makes you wanna smack yo mama. Buy it.,1/18/2014,0.137960618,1,1.0,0.596264646,1.0,0.0,0.716269479
3565,5706,5706,11531649,R3JRAXU5BVWQ5H,B00092M2VO,238410319,andis 1875 watt professional ceramic ionic hair dryer,5,0,0,N,Y,Great Product,I had an Andis Hair Dryer for at least 8 years until it died on me recently.<br />The replacement is wonderful; product still as reliable as it was before!,1/17/2014,0.008986532,1,1.0,0.562052307,1.0,0.0,0.706098151
3566,5707,5707,16310473,R3FEKOJHD2RFLU,B001UHMWBM,197856712,andis 1600w quiet hangup hair dryer with night light,5,0,0,N,Y,Great product!!,Very powerful and dries hair fast!  I purchased this for my mom and she absolutely loves it.  The wall mount is very handy so it doesn't need rolled up every day like traditional ones.,1/17/2014,0.336734639,4,1.0,0.64899248,1.0,0.0,0.731945464
3567,5708,5708,33516516,RL5TUU3E1AENZ,B0037MKQE8,107341965,conair 207p infinity tourmaline ceramic hair dryer,5,0,0,N,Y,Great hair dryer!,"I was hesitant to buy ths hair dryer because its only 1875 watts, i started to buy a 2000 watt dryer, but chose this one instead......I have shoulder length hair and this hair dryer dries my hair in about 6 minutes,  I love the color and also the fact that it has different heat settings and speeds,  so glad I purchased it",1/17/2014,0.200850589,1,1.0,0.612947168,1.0,0.0,0.721229193
3568,5709,5709,20222842,R22NS97MBSZ9NL,B000R80ZTQ,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",5,0,0,N,Y,"Christmas present, but","I also use this hair dryer.  I like it better than the 1 we originally had, but my daughter doesn't think it puts out as much air.  So since I'm the 1 writing the review, I give it 5 stars.  LOVE the retractable cord!",1/17/2014,0.012486547,5,1.0,0.562980739,1.0,0.0,0.706374174
3569,5710,5710,46211934,R6ZBOVFFF93Y2,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",5,1,1,N,Y,Good.,At this point I've had this hair dryer for over a year. I don't have any complaints it' works well. I blow dry my hair about 5 days a week.,1/17/2014,0.052521438,4,1.0,0.573600603,1.150514998,0.058339145999999995,0.719087412
3570,5714,5714,37417792,R1T4DEEQBQF6EA,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,5,1,2,N,Y,Good Hair Dryer,"I bought this dryer for travel but  I am using it regularly at home.  It's good weight although it's not lighter than my 'regular' dryer.  I had hoped for a little less weight but I like it anyway.  I also noticed that it is far quieter than my old dryer.  Although not essential, it was good to find something besides black...why are colors so hard to find?  This is definitely a 'thumbs up&#34; product.",1/17/2014,0.440690817,3,1.0,0.676568438,1.159040418,0.061643573,0.750241014
3571,5715,5715,28726947,R1KWFR135JJWQS,B0009XH6VO,223051644,andis hangup 1600w wall mount hair dryer,5,0,0,N,Y,Very nice Product,This is a great hair dryer. The light is a nice feature. It is a bit bright though as I already purchased one of these a couple of yrs ago and the light was better.,1/17/2014,0.321984324,1,1.0,0.645079734,1.0,0.0,0.730782205
