,Unnamed: 0,Unnamed: 0.1,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,score,export,Total score
402,686,686,33131301,R3QXYWV13X4XNK,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,It is what it is,"For the price you pay, you get what you pay for. It does the job, its a little on the small side, but that is what it is! Happy with what I got, till I can afford a bigger one.",6/16/2014,0.011181208,12.0,0.77
403,689,689,5728128,R3K7EPUB47OUKX,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,2,2,N,Y,great product,awesome product and delivery. microwave looks spanking new now. you cant find this product in stores lord only knows i hope i wont be diagnosed cancer in a couple of years as.  result.,6/7/2014,0.213863998,1.0,0.8
404,692,692,50049105,R3SVLXRFJREYOB,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,3,3,N,Y,Works Perfectly,Prep surface carefully.  Be sure to leave no residue on surface to be painted.  Use multiple thin coats.  Allow sufficient time between coats for it to dry.  The color matches my microwave very well.,6/5/2014,0.198244881,1.0,0.8
405,694,694,25120207,R181310HTR4STE,B00EU7AMX4,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,5,19,22,N,Y,GE over the range Microwave / Connvection Oven,"It works well. Does everything I bought it for. Easy to set  and operate. Does take a while to warm up for baking, but operating on 110v it is to be expected",6/5/2014,0.11849445800000001,0.0,0.84
406,696,696,10196699,R1BB5LG9D17Z1P,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,0,2,N,Y,a good microwave,"Perfectly fit in my kitchen, and power is OK. it has everything I need for a basic microwave. I've been using it for several days, haven't found any problem yet.",6/3/2014,0.260416169,13.0,0.78
407,698,698,10319361,R1A3SRGF8ZAK4I,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",5,0,0,N,Y,Worth it. Trust me.,"This may be more expensive than other microwaves, but trust me when I say it is totally worth it for the design and counter savings.",6/1/2014,-0.069338332,0.0,0.76
408,699,699,51851281,RXG7NJ14D98OL,B000A7B4D0,690479711,"sharp r-520ks 2-cubic-foot 1200-watt microwave oven, stainless steel",5,0,0,N,Y,Excellent microwave,"Great product, have owned 4 Sharp Carousel microwaves over the past 30 years or so and they always stand out over other microwaves I have used at friends and families homes. The ease of use and guaranteed result is worth it every time. The microwave is stylish and easy to clean, the design has changed little in the 3 decades because it works and does not need changed. The size as well is perfect for cooking anything microwavable. Having 1200 watts is a huge plus when cooking things like baked potatoes and frozen stuff that on a lesser powered microwave would take longer then posted times, but this oven will do the job in less time more often than not!  It is a stylish powerhouse!",6/1/2014,0.532081049,0.0,0.8
409,700,700,18105796,R21BN08F2OOJ6O,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,2,2,N,Y,I recommend it !,I recommend this product because it works. Rarely do you find a product that works as well as it says. Read the instructions carefully and it will do the job.,5/30/2014,0.127161011,2.0,0.79
410,701,701,36933060,R2I71MWYPLHJD3,B008MD2RH6,423421857,danby 0.7 cu.ft. countertop microwave,4,6,8,N,Y,Good value/small issue,Microwave performs as expected and was a good value. Only complaint is with the alarm that sounds when the timer is complete. 5beeps is a bit much and the alarm does not stop even if you open the door until those 5 beeps are complete. Small issue but annoying all the same.,5/30/2014,0.19257975,12.0,0.68
411,702,702,5048380,R3UX81LSF2GQHL,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,4,6,8,N,Y,pretty good lil microwave,its a microwave and it works like a microwave. Nothing fancy has the quick start buttons. Was the cheapest 1000w one I found and I have no complaints.,5/29/2014,0.241807773,12.0,0.68
412,704,704,21446285,R2PFS5N7UBE31H,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,5,0,0,N,Y,This fixed my microwave,"Works as advertised.  Much cheaper than a service call or a completely new microwave.  Just be sure you know how to confirm the problem so you know which part has failed (search youtube).  An oven that won't heat is often, but not always, a failed magnetron.",5/25/2014,0.046550487,0.0,0.77
413,705,705,10044703,RFNQJ0WVS34VV,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,5,1,7,N,Y,GOOD DEAL,LOVE IT!!!!!  I AM HAPPY WITH MY  PURCHASE<br /> AND LOOK FORWARD TO MY NEXT DEAL.<br />KEEP THE DEALS CINUBG.  LOL,5/25/2014,0.10049818099999999,12.0,0.78
414,706,706,43877994,R178NJ9WHK671F,B00012ORSS,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,5,0,0,N,Y,Sharp R-1405 Microwave oven,"Arrived in two days instead of the week as reported, this was a great plus. It fit into the same spot as old Sharp, another plus. The mounting brackets were in a different location & constructed less sturdy than the old ones. The medal was cheaply made & much thinner. Overall I am happy with purchase.",5/24/2014,0.10898376900000001,0.0,0.77
415,707,707,18067244,R2XUOZR17OJ3OU,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,Great Microwave,This is the perfect microwave for my household. It is basically used for heating water and food. Couldn't ask for anything better.,5/24/2014,0.19113432100000002,12.0,0.78
416,708,708,21430199,R2A44J4L9Y2NQ2,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,4,134,147,N,Y,Good Buy,"So, I needed a basic microwave, nothing fancy. Let's face it, no kitchen can function can live with out one. Don't know how the settlers survived lol. Anyway, it arrived in about a week in perfect condition. And far exceeded my expectations. It looks just like the pic and even displays the time, and has a timer. It cooks very well also. Over all yes, buy it, you won't be disappointed.",5/23/2014,0.309679512,12.0,0.76
417,711,711,7376892,R1O7G248093XFY,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",5,0,0,N,Y,Whirlpool Microwave,This microwave is perfect for a compact kitchen. I have more counter space that is now useable than I had before. It's small foot print is a blessing. It is large enough to accommodate my needs. The interior is spacious enough to reheat dinners or a slice of pizza. I like making popcorn in it. Would recommend this to anyone who has a small kitchen and is need of a unit with a smaller foot print.,5/12/2014,0.37046617200000004,1.0,0.79
418,713,713,11911252,RCV3R5409QR24,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",5,0,0,N,Y,Lovely,"Small package, but large inside. It will fit a full size plate. Perfect counter microwave. Takes up very little space in the corner. We love it. We have had many comments on how cool it looks from friends.",5/9/2014,0.320853937,2.0,0.78
419,719,719,29855645,R2FJGSWFLBKLVC,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,5,0,0,N,Y,Occasional use,We got this as a backup when our large microwave broke.  It does a nice job and it's nice to have an extra one when more than one person wants to use it.  The smaller size is really nice and doesn't take up a lot of space.,4/24/2014,0.128932618,0.0,0.77
420,722,722,48822070,R1R7FCC6RUFC6M,B00413662I,801135043,"amana 1.5 cu. ft. over-the-range microwave, amv1150vaw, white",5,0,1,N,Y,Microwave is great..,Works great.. and really great size for cooking multiple items.  easy to use without a lot of fancy buttons. I recommend this to others. But be sure of the size as this is a very large over the stove microwave.,4/19/2014,0.310861725,0.0,0.78
421,723,723,7770636,RIG4F50FF9PTM,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",5,4,5,N,Y,Whirlpool Microwave,"I love this. The cord is on the right, and short, I could have used the word on the left but other than that (because of my outlet location) it deserves a full 5 stars. It does reach to my outlet, but would have been nicer on the left for the location I have the microwave. Other than that, I love this little microwave, I do have too cook things 30-60 seconds longer however, the space I save it worth the extra cooking time. Heats up food, frozen vegetables, and makes small bagged popcorn perfectly. Fits a full sized plate or paper plate, fits a 10&#34; bowl about 5 inches high and that leaves some space too the top. This is not for cooking meals, small things only in my opinion and just what I needed and wanted.",4/19/2014,0.23588168,0.0,0.81
422,725,725,26389805,R3FVHCAHOYFNQL,B0011YFKMC,760984384,spacemaker jvm1540dmww over-the-range microwave oven with recirculating vent in white,5,0,0,N,Y,Spacemaker Over the Range Microwave,It is perfect for my needs for space.  Size is good and so far performance has been good The extra rack is a nice addition,4/17/2014,0.336317624,0.0,0.78
423,727,727,51222168,ROFXLE73ZKI90,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,5,0,0,N,Y,Perfect,Exact device needed to solve my GE microwave problem. My wife is happy now ... so I can be happy too!,4/15/2014,0.16886243199999998,1.0,0.78
424,728,728,22494381,RVDJ44B82LWMK,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,2,3,N,Y,Excellent Price,This was an excellent shopping experience.  I wish all my purchases could be made online with as little hassle as these. Great Shopping Experience.,4/14/2014,0.19397315699999998,1.0,0.79
425,729,729,24540787,R3VQRYWO7NXH44,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",5,0,0,N,Y,Love the compact size,"People always ask what the hell is that thing parked on the fridge, its the perfect size for me to warm up a single dish or a coffee! I dont cook in a microwave, its functional and its beautiful!",4/14/2014,0.157181977,4.0,0.78
426,730,730,31155937,R8JRYROQQ1Y5H,B003KI1W3I,984005611,sharp rmotda252wrzz microwave turntable motor,5,5,6,N,Y,You can actually repair a Sharp Microwave that stops turning,"You can actually repair a Sharp Microwave that stops turning<br /><br />You'll be fooled at first because usually to fix some appliance, you remove the cover, or case, or housing, or whatever you call it --- the Cabinet.  Don't.  In fact, on a Sharp Microwave, they used some screws to hold on the cabinet that you don't have the wrench for.  It's like saying, &#34;These arent' the screws you're looking for.&#34;  (You don't need to see his identification papers,)<br /><br />The arcane baffling steps that aren't explained anywhere and that you haven't experienced before --<br />1. The little perforated plate near the center of the back, after you turn it upside down, is removed by ripping it away manfully.  Never done that before on ANYTHING.  No screws,  just hack at it.  You'll be thinking, &#34;But if I bend it and twist it, how will it go back on? &#34;  Well, first of all, you can dispense with it; but if you feel like it, you can flatten it and then turn it over and you'll see how it has little tabs on it to reinstall it.<br /><br />Actually , once you get that little perforated plate off there, it's trivially simple.<br /><br />Carry on.",4/13/2014,0.439962454,0.0,0.83
427,732,732,30254687,R2CL10HTXDZJNS,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",5,1,1,N,Y,Awesome appliance,I really love this microwave.  The design is modern and appealing and the function is ideal for application.  I am very satisfied with having this product on my kitchen countertop.,4/13/2014,0.18944892,4.0,0.79
428,733,733,20582084,R24H8XBLDMJVRC,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,1,1,N,Y,Good product!,I use microwave just to rewarm my food. I barely use it to cook. The product is cheap and good for rewarming my food. I already used it for 2 months and have no problem. I don't know how long it is going to last. The product may also be good for cooking but I don't know since I don't cook with microwave.,4/12/2014,-0.178261907,2.0,0.77
429,734,734,47717440,R22R0UEDVGUFO5,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,96,111,N,Y,Great little microwave,"We needed a small microwave to fit in our newly refurbished 1995 VW Eurovan camper, and this one is perfect. It fits inside an existing cupboard. I had been researching small microwaves for a couple of months and noticed that most of them only had a light on when the microwave was in use, but not when the door is opened. This one lights when the door is opened which was important to us since it's in a small space rather than a brightly lit kitchen. Some reviewers complained that the glass plate didn't seem to fit or stay on the turntable mechanism. Despite this microwave being a different brand that the two we have at home, the turntable mechanism is the same, and it only fits together in one specific position. When it's properly aligned it pops into place and is very stable.",4/12/2014,0.164315605,3.0,0.88
430,736,736,11674906,R20XPZ0F3PMWFO,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",5,6,6,N,Y,Love my microwave!,"Easy to use and doesn't take up alot of counter space. Also sits higher so it is easy to clean. A little shorter in height inside but it is just used for heating up food, not cooking a ham or turkey in it.",4/8/2014,0.154416394,1.0,0.82
431,737,737,13433341,RUNP0W14HBUKB,B00012ORT2,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,5,2,2,N,Y,Looks sleek.,"This brand was cheaper than some of the other major brands; however, this one was highly rated by Consumer Reports. Got here in  2 days!",4/8/2014,-0.036400806,0.0,0.78
432,738,738,17907375,R1LYNXQZTZTT4X,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,4,17,19,N,Y,Good product for the price,We use these in our break rooms where they get conciderably more than use than they would in a home enviroment. They are a great product for the price we seem to get on average 3 years use out of them. The more expensive ones we tried lasted about the same amount of time.,4/7/2014,-0.081273835,4.0,0.69
433,739,739,31892543,RW0AEPAC3XAM4,B0052G51AQ,423421857,danby 0.7 cu.ft. countertop microwave,4,10,12,N,Y,Works Just fine,"If I had read the reviews before purchasing this unit, I probably would not have ordered  it.  After reading the reviews, I was worried that I had made a mistake.  However, I have had it for several weeks now, and it is working just fine.  I gave it 4 stars rather than 5 because the door is a little hard to open.  But for the money, it works quite well.  I'm pretty satisfied with this microwave.",4/6/2014,0.208986952,5.0,0.69
434,740,740,39202192,RMBJCZYAKB6E7,B00012ORT2,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,5,0,0,N,Y,Purchase of Sharp Microwave,"Purchased from Amazon and was received within 5 days (exceptional).  Since it was the same model as my old one, installation was very easy with no new holes or brackets to install.  So far it works very well and I consider it, at this point, an exceptional purchase.",4/4/2014,0.28379771,1.0,0.78
435,741,741,11492178,R3SO343054RW5Y,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,2,3,N,Y,Works Great,We have a GE oven/microwave combo (the microwave has the oven controls on it) and the paint was coming off the microwave.  I was concerned it was dangerous so I considered replacing the entire unit.  Then we heard about this paint and thought it was worth a try.  My husband is quite handy so he did the sanding and spraying and the microwave looks brand new.  Couldn't be happier and it sure beat the price of replacing the unit.,4/3/2014,0.389682806,4.0,0.81
436,742,742,15097093,R1WLIDZGC92S7H,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",5,4,4,N,Y,Don't forget the Microwave.,"The appliance fits neatly my new kitchen perfectly, we hardly notice it is even there. The function works with all the setting of a regular machine, it just a lot smaller, the size a large dinner plate. I love it!",4/3/2014,0.39325585,2.0,0.82
437,743,743,14428576,R2WTZZDXA2D1ZX,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,4,3,3,N,Y,"Compact, Attractive, Gets The Job Done","Oven came quickly and well packaged and protected.  Gave it a try last night. I'm in the middle of some inside renovation, and used the microwave to have something quick to eat. Things I like about this oven,  is the  pull to open door, and being able to heat food using 15 second increments.  You can also adjust cooking times while the oven is in use. One other feature I really like is that the power cord is not ridiculously long.  You can plug this oven in and not have the cord showing from behind the microwave.<br /><br />This is a very solid oven and am pleased with my  purchase though it is a bit higher than most models.  Curved design of the oven also makes cleaning quicker and easier.",4/1/2014,0.678834086,1.0,0.7
438,744,744,29186737,R2UR88BPVO78QI,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,5,0,0,N,Y,Perfect!,"We were trying to find a microwave small enough to fit on the counter in our media room, but still large enough to make popcorn, and other things. This one fit the bill and it works great! We love it!",3/30/2014,0.16061783699999999,2.0,0.78
439,748,748,13444549,RVI65OY16DXTS,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,0,0,N,Y,Glad I bought it . . .,"This is a good little unit. I wanted something of smaller dimensions so I could put it into my RV. It fit perfectly, and it works just fine. Very attractive and very quiet. It's taken a while to get used to the new controls, but that's just because they're different, not bad. I plan to buy another for a small trailer that I have. In short I would recommend this to anybody.",3/26/2014,0.20768924600000002,6.0,0.78
440,749,749,20629958,R1L0N2TZ286180,B005GSZB3M,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,5,0,0,N,Y,Genius Design,"With other microwaves, you lose not only it's own footprint in counter space, but also the clearance in front for the door to open.  With this one, the door opens 3 inches above the counter, plenty of room for other food prep. It tucks way back into the corner, previously wasted space.  It's heavy enough to stay put when pulling the door open, light enough to slide to the side for cleaning underneath.<br /><br />Some reviewers criticized the controls, but hey, anytime you get a new appliance, it takes a while to get used to the buttons.  Took me 2 rounds to decide the 30 second button was a great invention.<br /><br />My kids said &#34;Whoa, what's that!!!&#34; the first time they saw it.  I think that's high praise in kidspeak.",3/26/2014,-0.303544425,2.0,0.75
441,752,752,14526545,R30WBHAZLRK50N,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,1,1,N,Y,Microwave Painting,This product was easy to use and when the paint dried - the paint blended in and match the original inside paint perfectly!,3/22/2014,0.087450043,4.0,0.78
442,754,754,4083706,R1KJNAE664M9QZ,B001DEI9LY,572011672,sharp microwave turntable ntnt-a117wrez,5,0,0,N,Y,If it is broke buy it!!!,Great item!!! It fits it perfectly. I really enjoyed getting this item. I definitely recommend anyone to purchase this item.,3/20/2014,0.108676072,0.0,0.77
443,755,755,3062450,R3BFX3YLOCU7JK,B003KI1W3I,984005611,sharp rmotda252wrzz microwave turntable motor,5,0,0,N,Y,Repaired my microwave.,My turn table would not turn I ordered this part and put it in and the microwave is as good as new.,3/19/2014,-0.043096979,1.0,0.76
444,756,756,29151263,RLG9RZ63N1LCP,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,3,3,N,Y,Saved my Microwave,I had a ring of rust and metal on the bottom of my microwave oven.  My husband just wanted to buy a new oven but I had already ordered this product.  I worked great.  I followed direction I found online and my oven is like new again!,3/18/2014,-0.089061821,3.0,0.79
445,757,757,40671290,R29SFO5NUUNR67,B001DEI9LY,572011672,sharp microwave turntable ntnt-a117wrez,5,0,0,N,Y,Perfect fit,This was a replacement and the fit and quality was perfect.  I would recommend the product to anyone needing a replacement,3/17/2014,0.050898207,1.0,0.77
446,758,758,30537183,R3BXLL7EK43Q2L,B007V7G5TU,423421857,danby 0.7 cu.ft. countertop microwave,5,4,5,N,Y,I was scared at first,"It is listed as stainless steel, but a magnet stuck tight to it.  This is not typical of stainless-not this much attraction.  Research through  Google showed some stainless is magnetic.  I knew this, but the attraction seemed too strong.Was this a stainless steel coating over iron-I do not know.<br /><br />The microwave has worked very well for me, I have no complaints.<br />Caution: Some cleaners can pit S.S. Amonia should NEVER be used on stainles!  IF-IF it was a S.S. coating and a PIT GOES to  TO THE IRON!<br /><br />My experience has been with microwaves that have the white enamel coating inside.  The coating starts to seperate  from the metal shell and fall into your food.  You remove it until it is almost all gone, leaving the exposed metal shell to rust.  This has happened to me several times.<br /><br />I am very pleased with the Danby Designer from Amazon.",3/16/2014,0.628984391,8.0,0.83
447,760,760,41019586,R14FIJZSD3YTKU,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,0,1,N,Y,Paint saves a perfectly good microwave,She Who Must Be Obeyed was ready to throw the microwave out as the interior was beginning to flake.  A little sand paper and paint and she welcomed it back into Her kitchen.  It feels good to go one up on this disposable society.,3/15/2014,0.074027632,3.0,0.77
448,761,761,23283986,R1D0GYZHUFLTUH,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,95,106,N,Y,College Kid,I bought this microwave for my college dorm room and their isn't a day that goes by that I regret it!<br /><br />This microwave is relatively quiet and very easy to clean. It is also the perfect amount of watts to keep the university off my back!,3/15/2014,-0.007660995,9.0,0.87
449,766,766,32801972,R2FV2IRFS25EOL,B0043GDSR4,166483932,ge csa1201rss cafe advantium 1.7 cu. ft. stainless steel over-the-range microwave - convection,5,6,9,N,Y,She said,"My wife does 90% of the cooking in our home and I asked her what she thought of our new GE Cafe Series CSA1201RSS 1.7 cu. ft. Over-the-Range Advantium Speed Oven & Microwave and she said, &#34;I love it. I may never use our regular (range) oven again&#34;. I use it for the usual things that most men use it for. Popcorn, heating coffee, warming left overs and the like and for me, I think it is also great. It reheats just about anything I have tried to just the right temperature. If there are any cons with this appliance, I haven't run across them yet.",3/8/2014,0.36960851,0.0,0.82
450,767,767,23514848,R75L3FELRZF01,B001DEI9LY,572011672,sharp microwave turntable ntnt-a117wrez,5,0,0,N,Y,Perfect Fit!,Ordered because my turntable inexplicably shattered after 5 years. This replacement was listed for my model number. Perfect fir. Great price. No problems.,3/7/2014,0.051060247999999996,2.0,0.77
451,768,768,15373248,R3DB1N7TM3YUFD,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,2,2,N,Y,Saved Me a Packet,"My microwave was rusting out badly and it is an undercabinet attached microwave.  I didn't want to have to buy a new one to fit in that small spot and I didn't want to have to remove the microwave to paint it.  So in a couple of hours, I cleaned the microwave (directions online), covered all surfaces from overspray, and used this paint.  Now I have a new microwave and I keep a clean sock filled with rice in it when it is not being used.  The rice absorbs the moisture so the microwave won't rust again.  I am very happy.",3/7/2014,0.20296651100000002,5.0,0.8
452,769,769,47340523,RA52BNOP5RSGS,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,5,345,374,N,Y,Great Space Saver,"I have a small kitchen and my old microwave was a full sized microwave that took up a large amount of cabinet space and seemed out of place because of its size.  Shopped around and found this smaller sized unit but was hesitant because it is 700 watts while my old unit was 1000 watts.  However, I have found that cooking time in this unit is insignificantly longer than the old microwave.  A few second for most things.  I don't actually cook in it but use it for warming left overs or frozen snacks, etc.  For my use it is perfect and it is an attractive addition to my kitchen rather than a huge distraction.  If you need a smaller sized microwave, I highly recommend this one.",3/6/2014,0.124623159,6.0,0.91
453,770,770,35350442,RDMEJ35HNGDW9,B001QFYDSI,295520151,sharp microwave drawer oven,5,0,2,N,Y,Product was Great!,Really enjoyed the drawer type microwave and the auto open feature is a plus.<br />Comes with full warranty even though is is a refurbished model.,3/6/2014,0.289041041,2.0,0.78
454,771,771,42574653,R1E870QQGMHIG0,B008MD2RH6,423421857,danby 0.7 cu.ft. countertop microwave,4,9,12,N,Y,Nice for the money.,"I bought this microwave to fit into a cabinet. So the measurments were most important to me. Other than that, it has everything I want in a microwave oven. Full size to fit big plates. The carousel works great. Easy controls. Several one push buttons for 1min, 2min, 3min, even a 30 sec button. Readouts  are very bright and easy to see. The only problem is the cabinet. When I got this via UPS, it was packed inside of a plain brown box. Inside that box was the box that the microwave was shipped in. In that box was a full surround of think styrofoam blocks along with some plastic and paperwork. When I took it out of all the wrapping, the cabinet was loaded with dents and one side was slightly collapsed. I don't know how this could have happened unless it was done before shipping. But, why would they ship something they knew was so beat up? The only reason I can think of is......people buy them to put in cabinets like I did. I paid 99.00. Great working microwave. Terrible cabinet.",3/4/2014,0.361603468,7.0,0.7
455,772,772,43860004,R15QDMH9BCIO1A,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",5,0,0,N,Y,My favorite microwave,"I was going to say despite its size, this is a wonderful microwave, but then I think the small size is the best part!  I bought it for my small kitchen, and it's not only adorable, it's a kick ass machine.  Love it!",3/4/2014,0.022142993,0.0,0.77
456,773,773,34136533,R1S1P0HL8FOTK9,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,5,0,0,N,Y,As described,Part is as described. Arrived in a timely fashion. Installation was easy. Direct replacement for the magnetron in our 10 year old GE spacemaker. Microwave is working again!,3/1/2014,0.247597001,0.0,0.78
457,775,775,41633627,R1YD2YPDBAX3XH,B00DUZ8LBW,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,5,0,0,N,Y,great!,"i was going to replace the microwave, checked it out and found it was the magnetron. ordered this, delivered FAST, fixed it for under a 100 bucks!",3/1/2014,0.033296441,1.0,0.77
458,776,776,25546248,R3QAYNVKOBFL3F,B004NXUJ60,523301568,microwave cavity paint 98qbp0302,5,0,0,N,Y,Great product!,"I really thought our built-in microwave was going to have to be replaced, because of the paint pealing away and rust forming where exposed.  To my amazement this inexpensive product solved my problem with ease.  Remember to have area well vented to the outside and to use a mask.  By using many light sprays you will prevent runs.",2/25/2014,0.106568113,5.0,0.77
459,777,777,21702181,R1M4XTLS090SFH,B001QFYDSI,295520151,sharp microwave drawer oven,5,0,0,N,Y,great microwave,I've just had this microwave installed in my new kitchen. I wanted to find one that could go in my island and wouldn't  detract from my new cabinets. It's easy to use and is a great addition to my new kitchen.,2/24/2014,0.024520202,2.0,0.77
460,779,779,17323089,R39RXQLH8PGL35,B000A7B4D0,690479711,"sharp r-520ks 2-cubic-foot 1200-watt microwave oven, stainless steel",5,0,0,N,Y,Microwave Oven,This microwave oven was purchased for work.  Everbody likes it.  Never have any problems.  Would purchase the same kind next time.,2/21/2014,0.070490014,0.0,0.77
461,782,782,52656966,RW3LUJP65YQ6L,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",5,2,2,N,Y,compact and great,"Microwave that takes half of the space of the previous, fits in the corner and don't interfere with wi-fi!<br />Putting the magnetron beneath the microwave made it compact.",2/20/2014,0.077094909,0.0,0.79
462,784,784,36418001,R3P8SJEOI6R6P8,B001QFYDSI,295520151,sharp microwave drawer oven,5,0,1,N,Y,love the drewer,We bought this for a new construction and haven't used it yet. It looks great and hope it works just as well.,2/16/2014,0.285024083,3.0,0.78
463,785,785,31215954,R1P4474IKHU51N,B0052G14E8,423421857,danby 0.7 cu.ft. countertop microwave,4,61,71,N,Y,Good microwave for small kitchens and as for the price,"The microwave is really OK as for the price; if you don't need to have a 'fancy', big microwave and you use it basically just to warm up dishes - it's perfect!<br />I tried also to thaw meat there or prepare popcorn - it also works well.<br />CONS: a little bit noisy when it's ending preparation; popcorn button doesn't work well - program need to be chosen repeated to make sure popcorn is popped<br />PROS: easy to use; small; built-in kitchen timer; cheap",2/13/2014,0.338526933,2.0,0.74
464,786,786,24630127,REJSE007FGB2H,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",5,3,3,N,Y,Does the trick,It microwaves leftovers and it fits in the corner with a relatively small footprint.  That's all I ask from it.  Wish it came with a low profile plug but I figured out a way to make it work.,2/12/2014,0.232365658,1.0,0.81
465,787,787,14943322,R2S78J70CDQK3H,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",5,2,2,N,Y,Nice little unit,"This microwave is excellent for the small household and the person who does not do complex cooking.  It's full-plate size, fine for heat-ups and smaller casserole dishes.  Best of all is the way it fits into a corner.  Yes it takes up space, is not &#34;tiny&#34; but fits under cabinets and leaves you more counter space.  Controls are easy to set.  Haven't had a microwave in years, and somebody suggested this.  I'm happy with it.",2/11/2014,0.467202479,3.0,0.81
466,790,790,52956739,R36NXL60OBCP1H,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",5,2,2,N,Y,Excellent for small space,This small microwave does everything you need even without lots of bells and whistles.  It fits a corner if necessary and does as good a job as a larger microwave.  It's easy to clean.  I'm so pleased with my decision.,2/5/2014,0.34758038399999996,2.0,0.8
467,791,791,6383494,R3JM24X0EN9YDC,B005GSZB9Q,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",4,2,2,N,Y,nice little microwave,Purchased this microwave for my husband's semi truck.  It would not run on the large inverter installed in the truck.  Fought with it for several days until I decided it would work great here at home!!  I love that it takes up so little room on my counter.  It's perfect for the one or two person household!!,1/29/2014,0.160832952,2.0,0.66
468,793,793,48677766,R1BWH3ZFGPJWTB,B00012ORSS,305608994,sharp 950-watt 1-2/5-cubic-foot over-the-range microwaves,5,1,1,N,Y,Looks great!,"This microwave is simple to use, and it works great.  At first I was a little apprehensive about the matt finish on it but once we got it installed, it looks great.  I love it!  My husband and I installed it...we only needed a basic drill, it took a couple of hours but we got it done.",1/23/2014,0.350269905,0.0,0.79
469,794,794,39591584,RQMJZE05H42DY,B005GSZB7I,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",5,2,2,N,Y,Love this microwave!,Love this microwave! It heats food & drink up fast. I LOVE LOVE LOVE the compact size! Counter top clutter is one of my pet peeves~so this definitely opens up some counter space. It's so cute too!,1/23/2014,0.258198627,4.0,0.8
